Platform,Hashtag,Content_Type,Region,Views,Views_norm,Engagement_Level
TikTok,#Fashion,Video,Germany,2194817,0.828470796806328,Medium
Instagram,#Challenge,Tweet,India,1150787,0.4492657079290061,Medium
YouTube,#Education,Reel,Australia,3865208,1.4623454726832197,Low
Twitter,#Challenge,Reel,Australia,2680307,1.0111277819777214,Low
Twitter,#Viral,Live Stream,UK,1332493,0.5026740189056104,High
Instagram,#Gaming,Live Stream,Brazil,4312788,1.683706675490532,Medium
TikTok,#Fitness,Post,Japan,2723438,1.0280077336345728,High
Twitter,#Comedy,Video,Canada,4925883,1.8582562191837595,High
Instagram,#Dance,Shorts,Canada,3529950,1.3780877657672492,High
TikTok,#Comedy,Live Stream,Australia,4274328,1.6134173937834446,High
Instagram,#Music,Reel,Canada,2564894,1.0013311921953068,Medium
YouTube,#Comedy,Reel,Brazil,2316873,0.8765553476894358,High
YouTube,#Gaming,Tweet,UK,2889436,1.093176267152482,Medium
Instagram,#Fitness,Reel,Japan,731621,0.2856238613233617,Low
YouTube,#Fitness,Tweet,Brazil,4992676,1.888906663024128,Low
Twitter,#Education,Shorts,Brazil,1722843,0.6499309300337026,Medium
Twitter,#Comedy,Tweet,Japan,1478257,0.5576625071691566,Medium
YouTube,#Education,Video,Brazil,4514734,1.708084228654448,High
Instagram,#Gaming,Shorts,Australia,2612014,1.019726777266753,Medium
YouTube,#Fashion,Tweet,Germany,721066,0.2728048789627358,Medium
Twitter,#Comedy,Video,Brazil,539158,0.2033937279108491,High
Instagram,#Comedy,Shorts,Canada,4425278,1.72762262126063,Medium
YouTube,#Dance,Tweet,India,4569636,1.7288556052896134,Medium
TikTok,#Comedy,Reel,Germany,2331434,0.880039194010874,Low
TikTok,#Music,Post,Germany,2321225,0.8761856342997019,High
Instagram,#Challenge,Shorts,USA,1596330,0.6232051001082828,Medium
Instagram,#Dance,Shorts,Brazil,2568596,1.002776448051302,Medium
Instagram,#Music,Tweet,Australia,1602583,0.6256462629574288,High
YouTube,#Challenge,Tweet,Australia,4042630,1.529470517041609,High
TikTok,#Gaming,Video,Japan,1644851,0.6208768287277188,Low
Twitter,#Music,Reel,Canada,4813102,1.815710345752384,High
YouTube,#Music,Tweet,USA,2436911,0.9219699866558118,Medium
YouTube,#Music,Post,Brazil,2407043,0.9106698613900815,Medium
Instagram,#Education,Tweet,Germany,946340,0.3694498721670785,Low
Instagram,#Comedy,Reel,UK,3747884,1.4631689083173476,Medium
TikTok,#Tech,Video,Japan,4199267,1.5850843498535498,Medium
TikTok,#Music,Reel,Canada,4909699,1.8532489235363276,High
Twitter,#Education,Video,UK,3631559,1.3699811987176216,High
Twitter,#Education,Post,Canada,438926,0.1655818802966799,High
Instagram,#Challenge,Tweet,Canada,3093066,1.207528835623916,High
YouTube,#Dance,Video,UK,1603866,0.606799474670068,Medium
Instagram,#Fitness,Reel,Canada,3634352,1.4188461671388355,Low
Instagram,#Dance,Post,Brazil,3727003,1.4550169938038315,Low
Twitter,#Dance,Live Stream,Brazil,772421,0.291390625209356,High
TikTok,#Music,Reel,India,1772246,0.6689642260638712,Low
Instagram,#Education,Shorts,Japan,4660917,1.8196157721657784,Low
YouTube,#Fitness,Shorts,India,3424500,1.295609983008336,High
YouTube,#Gaming,Post,Germany,3895699,1.4738813009769578,Low
Twitter,#Viral,Post,Australia,4815367,1.8165648017629004,Medium
YouTube,#Dance,Video,India,3148221,1.191083824300332,Low
Instagram,#Viral,Shorts,USA,3233563,1.2623786767907883,Low
Instagram,#Music,Tweet,Brazil,3824375,1.4930308925639524,Low
Instagram,#Viral,Shorts,Australia,1004552,0.3921757592252076,Medium
TikTok,#Fitness,Live Stream,USA,3269477,1.234119389147233,Low
Instagram,#Fashion,Tweet,USA,481808,0.1880971997475281,Low
TikTok,#Music,Shorts,Brazil,696436,0.2628815467734266,Low
YouTube,#Dance,Reel,Canada,4701021,1.7785632173840944,Medium
YouTube,#Fitness,Live Stream,Canada,1546021,0.5849146566040387,Low
TikTok,#Fitness,Post,Brazil,3504067,1.32266935218415,High
Instagram,#Music,Reel,UK,3816051,1.489781214080618,High
YouTube,#Dance,Live Stream,India,254262,0.0961963455977998,Low
YouTube,#Viral,Video,UK,497552,0.1882415938869217,Medium
YouTube,#Music,Tweet,Brazil,3225580,1.2203514816738297,Medium
Instagram,#Gaming,Video,Canada,4336522,1.6929723973938788,Medium
Twitter,#Music,Tweet,USA,3912292,1.4758858341261594,High
TikTok,#Education,Reel,Canada,2097593,0.7917719536915269,Low
Instagram,#Music,Live Stream,Japan,1922920,0.7507053999487695,Low
TikTok,#Fashion,Tweet,Australia,1425733,0.5381670337632142,High
Twitter,#Music,Live Stream,USA,580864,0.2191270358025059,High
YouTube,#Dance,Video,Australia,1175324,0.4446668149129185,Medium
Twitter,#Education,Video,Australia,3768701,1.4217170954921283,High
TikTok,#Challenge,Post,UK,4896941,1.8484332006648283,Medium
Instagram,#Tech,Live Stream,UK,706597,0.275854525142804,Low
YouTube,#Viral,Live Stream,Germany,2202632,0.8333339197236436,High
TikTok,#Fashion,Video,India,1921116,0.7251577253490317,Low
YouTube,#Education,Post,Japan,1159351,0.4386236616763608,High
Instagram,#Challenge,Reel,UK,4402298,1.7186512599503192,Low
Instagram,#Fitness,Shorts,USA,4421041,1.725968502119125,Medium
Twitter,#Gaming,Tweet,Canada,4695987,1.7715294999812388,High
TikTok,#Comedy,Post,Canada,4052947,1.529853391195629,Medium
YouTube,#Viral,Shorts,UK,2529356,0.956945213660982,High
Instagram,#Dance,Reel,Canada,2608658,1.0184165993486765,High
YouTube,#Viral,Tweet,USA,377017,0.142638922167865,Medium
YouTube,#Gaming,Reel,Canada,1197713,0.4531373688359945,High
YouTube,#Challenge,Shorts,USA,685501,0.2593493762482691,High
Twitter,#Fitness,Reel,USA,4546322,1.7150693857145909,Medium
TikTok,#Fitness,Reel,Canada,4713541,1.7792057688861058,Medium
Instagram,#Viral,Video,Australia,1060579,0.4140486252013947,Medium
Instagram,#Comedy,Live Stream,USA,410897,0.1604136400488577,High
Instagram,#Education,Shorts,Germany,4726108,1.845066251503484,High
YouTube,#Education,Video,Brazil,770800,0.2916210176384364,High
Twitter,#Comedy,Video,USA,4533943,1.7103994912535825,Medium
YouTube,#Fitness,Video,Germany,1270412,0.4806419826934111,High
TikTok,#Comedy,Reel,UK,1756485,0.6630149700537051,Low
TikTok,#Music,Live Stream,India,2829947,1.068211357033264,Medium
Instagram,#Fashion,Live Stream,UK,3243480,1.2662502603466783,High
Instagram,#Viral,Post,Germany,3735626,1.4583834014878527,Medium
Twitter,#Comedy,Shorts,Germany,4498516,1.6970348938652515,High
Twitter,#Comedy,Post,Canada,1618175,0.610445631266045,Low
TikTok,#Viral,Live Stream,India,4451895,1.6804430610607206,Medium
Twitter,#Fashion,Live Stream,India,3418485,1.2896004658325002,High
Instagram,#Fashion,Video,Germany,4546358,1.7748920915588209,Medium
Instagram,#Dance,Video,Brazil,1430779,0.5585742108009176,Low
Instagram,#Fashion,Shorts,Canada,965970,0.3771133979512995,Medium
Instagram,#Gaming,Post,Germany,4926990,1.9234903160264532,High
TikTok,#Gaming,Shorts,India,669836,0.2528409268971233,Medium
Twitter,#Fashion,Reel,Australia,2961889,1.117352696923976,Medium
YouTube,#Fitness,Tweet,Canada,4516859,1.7088881916312018,Low
YouTube,#Tech,Live Stream,Brazil,3707778,1.4027841120101276,Medium
Twitter,#Fitness,Shorts,Australia,3611304,1.3623401362483003,High
TikTok,#Music,Reel,USA,3313871,1.2508766552671056,Medium
TikTok,#Education,Reel,Brazil,3999565,1.509703452464921,High
YouTube,#Dance,Shorts,USA,650479,0.2460993097203327,Low
Twitter,#Viral,Post,Brazil,4365247,1.6467600602822372,High
Twitter,#Viral,Live Stream,UK,4066789,1.5341687878819088,High
YouTube,#Tech,Video,Australia,1189401,0.4499926440064529,Low
TikTok,#Challenge,Post,USA,2750438,1.0381993402759333,Medium
YouTube,#Viral,Video,Australia,540884,0.2046356285733628,High
Instagram,#Dance,Shorts,Germany,2100020,0.8198450034324958,High
TikTok,#Comedy,Live Stream,India,952111,0.3593903996634205,Medium
Instagram,#Viral,Shorts,Brazil,2337596,0.9125943565507892,Low
YouTube,#Fashion,Video,UK,1936713,0.7327273169870123,Low
YouTube,#Comedy,Post,Brazil,1178485,0.4458627334868094,Low
Twitter,#Challenge,Live Stream,UK,1738252,0.6557438716081173,Medium
TikTok,#Challenge,Live Stream,UK,1948873,0.7356350744432628,Medium
Instagram,#Education,Shorts,Japan,4440766,1.733669115776474,Low
YouTube,#Fashion,Reel,Germany,1259577,0.4765427173507639,Medium
TikTok,#Dance,Tweet,Australia,4385439,1.6553581199141187,Medium
Instagram,#Viral,Reel,Australia,1831119,0.7148664121486026,High
YouTube,#Music,Live Stream,Japan,3899621,1.475365132880406,Low
Twitter,#Viral,Video,UK,4426493,1.669864701703913,High
YouTube,#Viral,Video,Brazil,2854666,1.0800215411752008,Medium
Instagram,#Education,Tweet,USA,2425779,0.9470208819827792,Low
Twitter,#Fitness,Reel,Canada,1630820,0.6152158724373393,High
Twitter,#Comedy,Tweet,USA,930160,0.3508966016521231,High
Twitter,#Viral,Live Stream,Japan,2075933,0.7831317568563441,Low
TikTok,#Education,Tweet,India,1871957,0.7066018293904154,Medium
Instagram,#Challenge,Live Stream,Canada,701100,0.2737085036840234,Medium
Instagram,#Tech,Post,Canada,4367832,1.7051957795795112,High
Instagram,#Comedy,Reel,Germany,3972959,1.5510378877306716,Medium
Instagram,#Comedy,Post,Canada,4599775,1.7957460170206514,Medium
YouTube,#Music,Reel,India,2467372,0.933494464883996,Medium
Twitter,#Gaming,Post,Brazil,819788,0.3092595072623965,Medium
YouTube,#Comedy,Shorts,Brazil,4515293,1.708295718209274,Low
YouTube,#Education,Live Stream,USA,4548049,1.7206884764523522,High
TikTok,#Dance,Reel,Japan,3450680,1.302517526118879,Medium
TikTok,#Music,Reel,UK,2737221,1.033210360091531,Low
Twitter,#Comedy,Post,Australia,840340,0.3170126109834278,High
YouTube,#Education,Live Stream,Germany,3510131,1.3280072317906362,High
Instagram,#Gaming,Live Stream,India,1531926,0.5980618645195425,Medium
YouTube,#Education,Reel,Canada,598274,0.2263483039784871,High
Instagram,#Challenge,Shorts,Germany,821533,0.3207253860462798,Low
YouTube,#Fitness,Post,Australia,2519050,0.9530460878076068,Low
YouTube,#Fitness,Shorts,USA,3726359,1.4098139642788612,High
Instagram,#Fitness,Tweet,Brazil,3616113,1.4117256858969405,Medium
Twitter,#Fitness,Tweet,Canada,1826580,0.6890650153153599,Low
Instagram,#Viral,Live Stream,USA,670827,0.2618899649134822,Low
TikTok,#Gaming,Shorts,Germany,4925713,1.859293678675392,Medium
Instagram,#Tech,Live Stream,Canada,4926887,1.9234501049640091,Medium
Instagram,#Comedy,Video,USA,2176834,0.8498330864477356,High
YouTube,#Viral,Video,Germany,1494759,0.5655204212561126,High
TikTok,#Comedy,Tweet,Canada,1862650,0.7030887448344472,Medium
TikTok,#Fashion,Live Stream,Japan,2661370,1.0045791173006484,Medium
Instagram,#Fashion,Tweet,Germany,3582719,1.398688712894481,High
TikTok,#Challenge,Live Stream,Australia,750309,0.2832168217582418,Medium
Twitter,#Tech,Reel,Brazil,1212616,0.4574512272178883,Medium
YouTube,#Dance,Tweet,India,916759,0.3468424915791325,Low
Instagram,#Challenge,Live Stream,UK,4498056,1.75603505526593,High
YouTube,#Viral,Reel,Australia,3323833,1.2575240813702868,Medium
YouTube,#Music,Shorts,India,2828967,1.0702986966859815,High
YouTube,#Comedy,Post,Canada,2162476,0.8181414786438705,High
Twitter,#Dance,Reel,UK,2363818,0.8917344361444467,High
YouTube,#Gaming,Video,Japan,1619481,0.6127071837910127,High
TikTok,#Challenge,Reel,Australia,4889698,1.8456992078165555,High
TikTok,#Education,Reel,USA,2506158,0.945991722855506,Medium
TikTok,#Music,Live Stream,Canada,3731215,1.4084102064571775,Medium
TikTok,#Viral,Tweet,Germany,731415,0.2760849619107654,High
Instagram,#Challenge,Shorts,Canada,4050217,1.5811993077529514,Medium
YouTube,#Viral,Post,Japan,2190234,0.8286433159656242,Low
YouTube,#Education,Tweet,Japan,3244574,1.227537586511692,Low
YouTube,#Fitness,Shorts,Canada,172032,0.0650858159138239,Medium
Twitter,#Dance,Video,Brazil,4577055,1.7266632031853215,High
YouTube,#Fitness,Shorts,Australia,3437531,1.3005400731495484,Medium
YouTube,#Dance,Video,Japan,2454688,0.9286956571676936,Medium
TikTok,#Gaming,Tweet,India,3375757,1.274236572622929,High
YouTube,#Gaming,Video,Canada,4214191,1.5943781369262324,Medium
Twitter,#Tech,Reel,Germany,4937731,1.862725797467468,Medium
TikTok,#Viral,Live Stream,Germany,2360576,0.8910393347791158,Low
Instagram,#Education,Shorts,Germany,2757834,1.0766547105247823,Low
Twitter,#Education,Tweet,India,2063181,0.7783211506549724,High
Twitter,#Music,Reel,USA,3865376,1.4581870887886783,High
YouTube,#Music,Live Stream,Brazil,1541499,0.5832038233895072,Low
YouTube,#Comedy,Live Stream,USA,1344792,0.5087825785573795,High
Instagram,#Tech,Live Stream,Germany,3184440,1.2432011231943396,High
YouTube,#Gaming,Shorts,UK,288978,0.1093306414570836,Medium
YouTube,#Comedy,Shorts,Japan,2525420,0.9554560850602752,Low
Twitter,#Comedy,Post,UK,4674026,1.76324486049031,Low
YouTube,#Tech,Reel,Brazil,3385451,1.2808363593475118,Low
YouTube,#Fashion,Video,Germany,4480208,1.695021816543674,High
YouTube,#Comedy,Post,Australia,836115,0.3163320020274536,High
Instagram,#Fitness,Live Stream,Brazil,4116538,1.6070909375815463,Medium
TikTok,#Challenge,Tweet,Canada,1649017,0.6224493558857894,High
Instagram,#Education,Tweet,Brazil,3233439,1.26233026735639,High
Instagram,#Fashion,Video,USA,1745859,0.6815810220129588,High
YouTube,#Challenge,Reel,Brazil,4540861,1.7179690007455737,Medium
Twitter,#Viral,Post,USA,3368920,1.2709024030681504,Medium
YouTube,#Viral,Live Stream,USA,779573,0.2949401551419937,High
Instagram,#Dance,Post,India,4669272,1.8228775530077128,Medium
Twitter,#Dance,Tweet,India,920290,0.3471732105599385,Medium
TikTok,#Tech,Live Stream,Brazil,880025,0.3321803197986387,Low
Twitter,#Fashion,Live Stream,USA,1876032,0.7077204495900017,Low
YouTube,#Tech,Live Stream,Canada,4695675,1.7765406357023417,Medium
Instagram,#Education,Post,Australia,3909608,1.5263057419356545,High
Instagram,#Viral,Video,India,84988,0.0331792016988985,Low
TikTok,#Fashion,Shorts,Australia,4503451,1.699903745208942,Medium
Instagram,#Dance,Reel,USA,3869119,1.5104988904085364,Medium
Instagram,#Fashion,Live Stream,Japan,2510654,0.9801559686325888,Low
TikTok,#Music,Post,USA,1004040,0.3789918789700578,High
Twitter,#Gaming,Post,Canada,435189,0.1641721221901456,Low
TikTok,#Comedy,Video,Canada,4059525,1.5323363685469944,Low
Instagram,#Fashion,Tweet,USA,1454497,0.5678336863256326,High
Instagram,#Gaming,Video,UK,4636106,1.80992959090076,Low
Instagram,#Fashion,Live Stream,Brazil,1418093,0.553621613343015,High
Twitter,#Tech,Tweet,Japan,4089138,1.5425997977622772,Low
TikTok,#Education,Post,UK,1467996,0.5541199178922445,Low
Twitter,#Dance,Tweet,Germany,2628041,0.9914107851363716,Medium
YouTube,#Music,Tweet,Brazil,1552233,0.5872648768447886,Low
Instagram,#Fitness,Video,Australia,2698643,1.0535466231741035,Medium
YouTube,#Viral,Video,India,2386519,0.9029049032089564,High
TikTok,#Comedy,Video,Japan,1621403,0.6120259845600661,Low
YouTube,#Education,Post,Germany,528698,0.2000252319452595,Medium
Twitter,#Fashion,Shorts,Germany,1207774,0.4556246152960688,Medium
Twitter,#Comedy,Reel,Canada,1748704,0.6596868182844612,High
Twitter,#Education,Live Stream,Japan,3673029,1.385625477197145,Medium
YouTube,#Dance,Tweet,Japan,4938141,1.8682741355242425,High
YouTube,#Challenge,Shorts,Germany,1211152,0.4582218198687435,High
TikTok,#Viral,Live Stream,Canada,3915590,1.478005668475727,Medium
YouTube,#Tech,Post,Australia,1074531,0.4065332429995416,Medium
TikTok,#Comedy,Video,Australia,1195064,0.4510971184907705,Medium
TikTok,#Education,Reel,UK,3703086,1.3977924396714432,Medium
YouTube,#Fashion,Shorts,Brazil,1649020,0.6238828366711655,High
YouTube,#Gaming,Video,Brazil,2047545,0.7746589991703324,Low
TikTok,#Fitness,Post,Australia,4222799,1.5939669012418645,Low
Twitter,#Fitness,Post,USA,4150659,1.5658081810836846,Medium
TikTok,#Dance,Video,India,3541385,1.3367556624301606,Medium
YouTube,#Music,Tweet,Germany,4420121,1.6722887702452298,Medium
Instagram,#Gaming,Reel,Australia,4401295,1.7182596900898213,Low
TikTok,#Gaming,Post,Canada,2990444,1.1287936641117244,High
Instagram,#Fitness,Shorts,UK,4023553,1.5707897177626065,Low
YouTube,#Fitness,Live Stream,Canada,1326359,0.50180871994538,Low
TikTok,#Education,Live Stream,UK,3133284,1.1827110379136478,Low
Twitter,#Music,Shorts,Australia,4216827,1.5907696138889198,High
Twitter,#Music,Video,Australia,2594911,0.9789127155432534,Medium
TikTok,#Gaming,Video,Brazil,3279951,1.2380729775902557,High
YouTube,#Challenge,Tweet,Germany,4755094,1.7990209538744462,Low
TikTok,#Tech,Tweet,UK,3741009,1.412107117399603,High
YouTube,#Education,Live Stream,Germany,3658157,1.3840107252480145,Medium
Twitter,#Dance,Shorts,Australia,1691281,0.6380243778906903,High
Twitter,#Fashion,Video,Australia,328068,0.1237614456768822,High
Twitter,#Gaming,Reel,Japan,1173472,0.4426844165884582,Medium
Twitter,#Comedy,Live Stream,UK,3707766,1.3987297767279674,Low
Twitter,#Challenge,Live Stream,Japan,2195772,0.8283402132997396,High
YouTube,#Fashion,Video,UK,2812765,1.0641689046156937,Medium
YouTube,#Tech,Video,USA,1396240,0.5282471843117417,High
TikTok,#Viral,Post,UK,4620055,1.743917897090764,High
Twitter,#Education,Tweet,USA,698996,0.2636915379810221,Low
Instagram,#Fitness,Tweet,Germany,4574811,1.786000104759964,Low
Twitter,#Viral,Reel,India,2098847,0.7917759091852518,High
Twitter,#Tech,Live Stream,UK,703331,0.2653268875640636,Medium
YouTube,#Education,Shorts,Japan,4545018,1.7195417414958627,Low
Twitter,#Gaming,Tweet,Canada,1864193,0.7032542664957389,Low
TikTok,#Gaming,Live Stream,UK,3808549,1.4376012326795098,Low
Twitter,#Fashion,Tweet,UK,1072473,0.4045832233848558,Medium
YouTube,#Comedy,Post,UK,2036999,0.7706690727925237,High
Twitter,#Fashion,Tweet,USA,2416660,0.9116687251103252,High
YouTube,#Tech,Post,Canada,1483411,0.561227069792489,High
Instagram,#Comedy,Video,India,757452,0.2957082492261744,High
YouTube,#Music,Reel,India,414396,0.1567807255128405,Medium
TikTok,#Challenge,Shorts,Germany,2526800,0.9537833948662824,Low
Twitter,#Dance,Post,USA,3697978,1.3950373195840664,Low
Instagram,#Tech,Tweet,Germany,3246752,1.2675276447769368,Medium
Instagram,#Gaming,Tweet,Australia,1084541,0.4234033580002487,High
Instagram,#Comedy,Live Stream,Germany,1576922,0.6156282428275817,High
YouTube,#Music,Post,Japan,4162373,1.5747735470300357,Low
TikTok,#Challenge,Post,USA,3014494,1.137871743360788,Low
TikTok,#Gaming,Shorts,Australia,3602760,1.3599226941936235,Medium
Instagram,#Education,Live Stream,Canada,1889280,0.737572388874842,Medium
YouTube,#Music,Tweet,Germany,3072862,1.1625728379637792,Medium
YouTube,#Challenge,Reel,Canada,3479279,1.3163348243747293,Medium
Instagram,#Viral,Post,India,4032339,1.574219760428942,Low
TikTok,#Dance,Video,USA,3249902,1.226730474332247,High
Twitter,#Tech,Reel,Australia,2198492,0.829366314998903,High
Twitter,#Gaming,Shorts,USA,2428330,0.916071154091662,High
TikTok,#Gaming,Video,Japan,3687223,1.3918046820361876,Medium
Instagram,#Fitness,Video,USA,2327036,0.908471746653623,Low
Instagram,#Viral,Reel,Australia,939246,0.3666803840410843,Medium
Instagram,#Comedy,Video,Canada,1731012,0.6757847730410622,Medium
YouTube,#Viral,Tweet,India,460366,0.1741728092970114,High
YouTube,#Gaming,Tweet,Japan,1027066,0.3885755476152547,Medium
TikTok,#Tech,Tweet,Canada,1648229,0.6221519119586267,Low
Twitter,#Fashion,Reel,Canada,3514426,1.3257935625675847,High
TikTok,#Dance,Tweet,USA,4075333,1.5383033655020546,Medium
TikTok,#Education,Live Stream,Germany,3849113,1.4529128005239598,High
YouTube,#Gaming,Tweet,UK,2738867,1.0362106664716286,Low
YouTube,#Fashion,Shorts,UK,1358058,0.5138015775454329,High
TikTok,#Gaming,Reel,UK,4427514,1.671240040263572,Medium
Instagram,#Challenge,Live Stream,USA,3068331,1.1978723246574,High
Instagram,#Music,Tweet,Canada,2528462,0.9871081880500828,High
Instagram,#Comedy,Post,Canada,1119674,0.4371192342802812,Medium
YouTube,#Fitness,Live Stream,Canada,4671503,1.7673955095498295,Low
TikTok,#Comedy,Shorts,Germany,2054982,0.7756877110768968,Medium
Twitter,#Challenge,Post,Australia,730053,0.2754075822718,Low
YouTube,#Fitness,Shorts,USA,2413529,0.9131237455628928,Low
YouTube,#Dance,Video,Germany,391207,0.1480075031749867,Low
TikTok,#Challenge,Reel,India,784742,0.2962141399612776,High
Instagram,#Challenge,Video,Brazil,277130,0.1081911818940998,Low
Twitter,#Education,Reel,Japan,2565436,0.967793470108386,Medium
Instagram,#Fashion,Shorts,India,1592224,0.6216021231918278,Medium
